Question,Category,SubCategory
Mogadishu Somalia Roseau Dominica,Semantic,: capital-world
Mogadishu Somalia Santiago Chile,Semantic,: capital-world
Mogadishu Somalia Skopje Macedonia,Semantic,: capital-world
Mogadishu Somalia Sofia Bulgaria,Semantic,: capital-world
Mogadishu Somalia Stockholm Sweden,Semantic,: capital-world
Mogadishu Somalia Suva Fiji,Semantic,: capital-world
Mogadishu Somalia Taipei Taiwan,Semantic,: capital-world
Mogadishu Somalia Tallinn Estonia,Semantic,: capital-world
Mogadishu Somalia Tashkent Uzbekistan,Semantic,: capital-world
Mogadishu Somalia Tbilisi Georgia,Semantic,: capital-world
Mogadishu Somalia Tegucigalpa Honduras,Semantic,: capital-world
Mogadishu Somalia Tehran Iran,Semantic,: capital-world
Mogadishu Somalia Thimphu Bhutan,Semantic,: capital-world
Mogadishu Somalia Tirana Albania,Semantic,: capital-world
Mogadishu Somalia Tokyo Japan,Semantic,: capital-world
Mogadishu Somalia Tripoli Libya,Semantic,: capital-world
Mogadishu Somalia Tunis Tunisia,Semantic,: capital-world
Mogadishu Somalia Vaduz Liechtenstein,Semantic,: capital-world
Mogadishu Somalia Valletta Malta,Semantic,: capital-world
Mogadishu Somalia Vienna Austria,Semantic,: capital-world
Monrovia Liberia Montevideo Uruguay,Semantic,: capital-world
Monrovia Liberia Moscow Russia,Semantic,: capital-world
Monrovia Liberia Muscat Oman,Semantic,: capital-world
Monrovia Liberia Nairobi Kenya,Semantic,: capital-world
Monrovia Liberia Nassau Bahamas,Semantic,: capital-world
Monrovia Liberia Niamey Niger,Semantic,: capital-world
Monrovia Liberia Nicosia Cyprus,Semantic,: capital-world
Monrovia Liberia Nouakchott Mauritania,Semantic,: capital-world
Monrovia Liberia Nuuk Greenland,Semantic,: capital-world
Monrovia Liberia Oslo Norway,Semantic,: capital-world
Monrovia Liberia Ottawa Canada,Semantic,: capital-world
Monrovia Liberia Paramaribo Suriname,Semantic,: capital-world
Monrovia Liberia Paris France,Semantic,: capital-world
Monrovia Liberia Podgorica Montenegro,Semantic,: capital-world
Monrovia Liberia Quito Ecuador,Semantic,: capital-world
Monrovia Liberia Rabat Morocco,Semantic,: capital-world
Monrovia Liberia Riga Latvia,Semantic,: capital-world
Monrovia Liberia Rome Italy,Semantic,: capital-world
Monrovia Liberia Roseau Dominica,Semantic,: capital-world
Monrovia Liberia Santiago Chile,Semantic,: capital-world
Monrovia Liberia Skopje Macedonia,Semantic,: capital-world
Monrovia Liberia Sofia Bulgaria,Semantic,: capital-world
Monrovia Liberia Stockholm Sweden,Semantic,: capital-world
Monrovia Liberia Suva Fiji,Semantic,: capital-world
Monrovia Liberia Taipei Taiwan,Semantic,: capital-world
Monrovia Liberia Tallinn Estonia,Semantic,: capital-world
Monrovia Liberia Tashkent Uzbekistan,Semantic,: capital-world
Monrovia Liberia Tbilisi Georgia,Semantic,: capital-world
Monrovia Liberia Tegucigalpa Honduras,Semantic,: capital-world
Monrovia Liberia Tehran Iran,Semantic,: capital-world
Monrovia Liberia Thimphu Bhutan,Semantic,: capital-world
Monrovia Liberia Tirana Albania,Semantic,: capital-world
Monrovia Liberia Tokyo Japan,Semantic,: capital-world
Monrovia Liberia Tripoli Libya,Semantic,: capital-world
Monrovia Liberia Tunis Tunisia,Semantic,: capital-world
Monrovia Liberia Vaduz Liechtenstein,Semantic,: capital-world
Monrovia Liberia Valletta Malta,Semantic,: capital-world
Monrovia Liberia Vienna Austria,Semantic,: capital-world
Monrovia Liberia Vientiane Laos,Semantic,: capital-world
Montevideo Uruguay Moscow Russia,Semantic,: capital-world
Montevideo Uruguay Muscat Oman,Semantic,: capital-world
Montevideo Uruguay Nairobi Kenya,Semantic,: capital-world
Montevideo Uruguay Nassau Bahamas,Semantic,: capital-world
Montevideo Uruguay Niamey Niger,Semantic,: capital-world
Montevideo Uruguay Nicosia Cyprus,Semantic,: capital-world
Montevideo Uruguay Nouakchott Mauritania,Semantic,: capital-world
Montevideo Uruguay Nuuk Greenland,Semantic,: capital-world
Montevideo Uruguay Oslo Norway,Semantic,: capital-world
Montevideo Uruguay Ottawa Canada,Semantic,: capital-world
Montevideo Uruguay Paramaribo Suriname,Semantic,: capital-world
Montevideo Uruguay Paris France,Semantic,: capital-world
Montevideo Uruguay Podgorica Montenegro,Semantic,: capital-world
Montevideo Uruguay Quito Ecuador,Semantic,: capital-world
Montevideo Uruguay Rabat Morocco,Semantic,: capital-world
Montevideo Uruguay Riga Latvia,Semantic,: capital-world
Montevideo Uruguay Rome Italy,Semantic,: capital-world
Montevideo Uruguay Roseau Dominica,Semantic,: capital-world
Montevideo Uruguay Santiago Chile,Semantic,: capital-world
Montevideo Uruguay Skopje Macedonia,Semantic,: capital-world
Montevideo Uruguay Sofia Bulgaria,Semantic,: capital-world
Montevideo Uruguay Stockholm Sweden,Semantic,: capital-world
Montevideo Uruguay Suva Fiji,Semantic,: capital-world
Montevideo Uruguay Taipei Taiwan,Semantic,: capital-world
Montevideo Uruguay Tallinn Estonia,Semantic,: capital-world
Montevideo Uruguay Tashkent Uzbekistan,Semantic,: capital-world
Montevideo Uruguay Tbilisi Georgia,Semantic,: capital-world
Montevideo Uruguay Tegucigalpa Honduras,Semantic,: capital-world
Montevideo Uruguay Tehran Iran,Semantic,: capital-world
Montevideo Uruguay Thimphu Bhutan,Semantic,: capital-world
Montevideo Uruguay Tirana Albania,Semantic,: capital-world
Montevideo Uruguay Tokyo Japan,Semantic,: capital-world
Montevideo Uruguay Tripoli Libya,Semantic,: capital-world
Montevideo Uruguay Tunis Tunisia,Semantic,: capital-world
Montevideo Uruguay Vaduz Liechtenstein,Semantic,: capital-world
Montevideo Uruguay Valletta Malta,Semantic,: capital-world
Montevideo Uruguay Vienna Austria,Semantic,: capital-world
Montevideo Uruguay Vientiane Laos,Semantic,: capital-world
Montevideo Uruguay Vilnius Lithuania,Semantic,: capital-world
Moscow Russia Muscat Oman,Semantic,: capital-world
Moscow Russia Nairobi Kenya,Semantic,: capital-world
Moscow Russia Nassau Bahamas,Semantic,: capital-world
Moscow Russia Niamey Niger,Semantic,: capital-world
Moscow Russia Nicosia Cyprus,Semantic,: capital-world
Moscow Russia Nouakchott Mauritania,Semantic,: capital-world
Moscow Russia Nuuk Greenland,Semantic,: capital-world
Moscow Russia Oslo Norway,Semantic,: capital-world
Moscow Russia Ottawa Canada,Semantic,: capital-world
Moscow Russia Paramaribo Suriname,Semantic,: capital-world
Moscow Russia Paris France,Semantic,: capital-world
Moscow Russia Podgorica Montenegro,Semantic,: capital-world
Moscow Russia Quito Ecuador,Semantic,: capital-world
Moscow Russia Rabat Morocco,Semantic,: capital-world
Moscow Russia Riga Latvia,Semantic,: capital-world
Moscow Russia Rome Italy,Semantic,: capital-world
Moscow Russia Roseau Dominica,Semantic,: capital-world
Moscow Russia Santiago Chile,Semantic,: capital-world
Moscow Russia Skopje Macedonia,Semantic,: capital-world
Moscow Russia Sofia Bulgaria,Semantic,: capital-world
Moscow Russia Stockholm Sweden,Semantic,: capital-world
Moscow Russia Suva Fiji,Semantic,: capital-world
Moscow Russia Taipei Taiwan,Semantic,: capital-world
Moscow Russia Tallinn Estonia,Semantic,: capital-world
Moscow Russia Tashkent Uzbekistan,Semantic,: capital-world
Moscow Russia Tbilisi Georgia,Semantic,: capital-world
Moscow Russia Tegucigalpa Honduras,Semantic,: capital-world
Moscow Russia Tehran Iran,Semantic,: capital-world
Moscow Russia Thimphu Bhutan,Semantic,: capital-world
Moscow Russia Tirana Albania,Semantic,: capital-world
Moscow Russia Tokyo Japan,Semantic,: capital-world
Moscow Russia Tripoli Libya,Semantic,: capital-world
Moscow Russia Tunis Tunisia,Semantic,: capital-world
Moscow Russia Vaduz Liechtenstein,Semantic,: capital-world
Moscow Russia Valletta Malta,Semantic,: capital-world
Moscow Russia Vienna Austria,Semantic,: capital-world
Moscow Russia Vientiane Laos,Semantic,: capital-world
Moscow Russia Vilnius Lithuania,Semantic,: capital-world
Moscow Russia Warsaw Poland,Semantic,: capital-world
Muscat Oman Nairobi Kenya,Semantic,: capital-world
Muscat Oman Nassau Bahamas,Semantic,: capital-world
Muscat Oman Niamey Niger,Semantic,: capital-world
Muscat Oman Nicosia Cyprus,Semantic,: capital-world
Muscat Oman Nouakchott Mauritania,Semantic,: capital-world
Muscat Oman Nuuk Greenland,Semantic,: capital-world
Muscat Oman Oslo Norway,Semantic,: capital-world
Muscat Oman Ottawa Canada,Semantic,: capital-world
Muscat Oman Paramaribo Suriname,Semantic,: capital-world
Muscat Oman Paris France,Semantic,: capital-world
Muscat Oman Podgorica Montenegro,Semantic,: capital-world
Muscat Oman Quito Ecuador,Semantic,: capital-world
Muscat Oman Rabat Morocco,Semantic,: capital-world
Muscat Oman Riga Latvia,Semantic,: capital-world
Muscat Oman Rome Italy,Semantic,: capital-world
Muscat Oman Roseau Dominica,Semantic,: capital-world
Muscat Oman Santiago Chile,Semantic,: capital-world
Muscat Oman Skopje Macedonia,Semantic,: capital-world
Muscat Oman Sofia Bulgaria,Semantic,: capital-world
Muscat Oman Stockholm Sweden,Semantic,: capital-world
Muscat Oman Suva Fiji,Semantic,: capital-world
Muscat Oman Taipei Taiwan,Semantic,: capital-world
Muscat Oman Tallinn Estonia,Semantic,: capital-world
Muscat Oman Tashkent Uzbekistan,Semantic,: capital-world
Muscat Oman Tbilisi Georgia,Semantic,: capital-world
Muscat Oman Tegucigalpa Honduras,Semantic,: capital-world
Muscat Oman Tehran Iran,Semantic,: capital-world
Muscat Oman Thimphu Bhutan,Semantic,: capital-world
Muscat Oman Tirana Albania,Semantic,: capital-world
Muscat Oman Tokyo Japan,Semantic,: capital-world
Muscat Oman Tripoli Libya,Semantic,: capital-world
Muscat Oman Tunis Tunisia,Semantic,: capital-world
Muscat Oman Vaduz Liechtenstein,Semantic,: capital-world
Muscat Oman Valletta Malta,Semantic,: capital-world
Muscat Oman Vienna Austria,Semantic,: capital-world
Muscat Oman Vientiane Laos,Semantic,: capital-world
Muscat Oman Vilnius Lithuania,Semantic,: capital-world
Muscat Oman Warsaw Poland,Semantic,: capital-world
Muscat Oman Windhoek Namibia,Semantic,: capital-world
Nairobi Kenya Nassau Bahamas,Semantic,: capital-world
Nairobi Kenya Niamey Niger,Semantic,: capital-world
Nairobi Kenya Nicosia Cyprus,Semantic,: capital-world
Nairobi Kenya Nouakchott Mauritania,Semantic,: capital-world
Nairobi Kenya Nuuk Greenland,Semantic,: capital-world
Nairobi Kenya Oslo Norway,Semantic,: capital-world
Nairobi Kenya Ottawa Canada,Semantic,: capital-world
Nairobi Kenya Paramaribo Suriname,Semantic,: capital-world
Nairobi Kenya Paris France,Semantic,: capital-world
Nairobi Kenya Podgorica Montenegro,Semantic,: capital-world
Nairobi Kenya Quito Ecuador,Semantic,: capital-world
Nairobi Kenya Rabat Morocco,Semantic,: capital-world
Nairobi Kenya Riga Latvia,Semantic,: capital-world
Nairobi Kenya Rome Italy,Semantic,: capital-world
Nairobi Kenya Roseau Dominica,Semantic,: capital-world
Nairobi Kenya Santiago Chile,Semantic,: capital-world
Nairobi Kenya Skopje Macedonia,Semantic,: capital-world
Nairobi Kenya Sofia Bulgaria,Semantic,: capital-world
Nairobi Kenya Stockholm Sweden,Semantic,: capital-world
Nairobi Kenya Suva Fiji,Semantic,: capital-world
Nairobi Kenya Taipei Taiwan,Semantic,: capital-world
Nairobi Kenya Tallinn Estonia,Semantic,: capital-world
Nairobi Kenya Tashkent Uzbekistan,Semantic,: capital-world
Nairobi Kenya Tbilisi Georgia,Semantic,: capital-world
Nairobi Kenya Tegucigalpa Honduras,Semantic,: capital-world
Nairobi Kenya Tehran Iran,Semantic,: capital-world
Nairobi Kenya Thimphu Bhutan,Semantic,: capital-world
Nairobi Kenya Tirana Albania,Semantic,: capital-world
Nairobi Kenya Tokyo Japan,Semantic,: capital-world
Nairobi Kenya Tripoli Libya,Semantic,: capital-world
Nairobi Kenya Tunis Tunisia,Semantic,: capital-world
Nairobi Kenya Vaduz Liechtenstein,Semantic,: capital-world
Nairobi Kenya Valletta Malta,Semantic,: capital-world
Nairobi Kenya Vienna Austria,Semantic,: capital-world
Nairobi Kenya Vientiane Laos,Semantic,: capital-world
Nairobi Kenya Vilnius Lithuania,Semantic,: capital-world
Nairobi Kenya Warsaw Poland,Semantic,: capital-world
Nairobi Kenya Windhoek Namibia,Semantic,: capital-world
Nairobi Kenya Yerevan Armenia,Semantic,: capital-world
Nassau Bahamas Niamey Niger,Semantic,: capital-world
Nassau Bahamas Nicosia Cyprus,Semantic,: capital-world
Nassau Bahamas Nouakchott Mauritania,Semantic,: capital-world
Nassau Bahamas Nuuk Greenland,Semantic,: capital-world
Nassau Bahamas Oslo Norway,Semantic,: capital-world
Nassau Bahamas Ottawa Canada,Semantic,: capital-world
Nassau Bahamas Paramaribo Suriname,Semantic,: capital-world
Nassau Bahamas Paris France,Semantic,: capital-world
Nassau Bahamas Podgorica Montenegro,Semantic,: capital-world
Nassau Bahamas Quito Ecuador,Semantic,: capital-world
Nassau Bahamas Rabat Morocco,Semantic,: capital-world
Nassau Bahamas Riga Latvia,Semantic,: capital-world
Nassau Bahamas Rome Italy,Semantic,: capital-world
Nassau Bahamas Roseau Dominica,Semantic,: capital-world
Nassau Bahamas Santiago Chile,Semantic,: capital-world
Nassau Bahamas Skopje Macedonia,Semantic,: capital-world
Nassau Bahamas Sofia Bulgaria,Semantic,: capital-world
Nassau Bahamas Stockholm Sweden,Semantic,: capital-world
Nassau Bahamas Suva Fiji,Semantic,: capital-world
Nassau Bahamas Taipei Taiwan,Semantic,: capital-world
Nassau Bahamas Tallinn Estonia,Semantic,: capital-world
Nassau Bahamas Tashkent Uzbekistan,Semantic,: capital-world
Nassau Bahamas Tbilisi Georgia,Semantic,: capital-world
Nassau Bahamas Tegucigalpa Honduras,Semantic,: capital-world
Nassau Bahamas Tehran Iran,Semantic,: capital-world
Nassau Bahamas Thimphu Bhutan,Semantic,: capital-world
Nassau Bahamas Tirana Albania,Semantic,: capital-world
Nassau Bahamas Tokyo Japan,Semantic,: capital-world
Nassau Bahamas Tripoli Libya,Semantic,: capital-world
Nassau Bahamas Tunis Tunisia,Semantic,: capital-world
Nassau Bahamas Vaduz Liechtenstein,Semantic,: capital-world
Nassau Bahamas Valletta Malta,Semantic,: capital-world
Nassau Bahamas Vienna Austria,Semantic,: capital-world
Nassau Bahamas Vientiane Laos,Semantic,: capital-world
Nassau Bahamas Vilnius Lithuania,Semantic,: capital-world
Nassau Bahamas Warsaw Poland,Semantic,: capital-world
Nassau Bahamas Windhoek Namibia,Semantic,: capital-world
Nassau Bahamas Yerevan Armenia,Semantic,: capital-world
Nassau Bahamas Zagreb Croatia,Semantic,: capital-world
Niamey Niger Nicosia Cyprus,Semantic,: capital-world
Niamey Niger Nouakchott Mauritania,Semantic,: capital-world
Niamey Niger Nuuk Greenland,Semantic,: capital-world
Niamey Niger Oslo Norway,Semantic,: capital-world
Niamey Niger Ottawa Canada,Semantic,: capital-world
Niamey Niger Paramaribo Suriname,Semantic,: capital-world
Niamey Niger Paris France,Semantic,: capital-world
Niamey Niger Podgorica Montenegro,Semantic,: capital-world
Niamey Niger Quito Ecuador,Semantic,: capital-world
Niamey Niger Rabat Morocco,Semantic,: capital-world
Niamey Niger Riga Latvia,Semantic,: capital-world
Niamey Niger Rome Italy,Semantic,: capital-world
Niamey Niger Roseau Dominica,Semantic,: capital-world
Niamey Niger Santiago Chile,Semantic,: capital-world
Niamey Niger Skopje Macedonia,Semantic,: capital-world
Niamey Niger Sofia Bulgaria,Semantic,: capital-world
Niamey Niger Stockholm Sweden,Semantic,: capital-world
Niamey Niger Suva Fiji,Semantic,: capital-world
Niamey Niger Taipei Taiwan,Semantic,: capital-world
Niamey Niger Tallinn Estonia,Semantic,: capital-world
Niamey Niger Tashkent Uzbekistan,Semantic,: capital-world
Niamey Niger Tbilisi Georgia,Semantic,: capital-world
Niamey Niger Tegucigalpa Honduras,Semantic,: capital-world
Niamey Niger Tehran Iran,Semantic,: capital-world
Niamey Niger Thimphu Bhutan,Semantic,: capital-world
Niamey Niger Tirana Albania,Semantic,: capital-world
Niamey Niger Tokyo Japan,Semantic,: capital-world
Niamey Niger Tripoli Libya,Semantic,: capital-world
Niamey Niger Tunis Tunisia,Semantic,: capital-world
Niamey Niger Vaduz Liechtenstein,Semantic,: capital-world
Niamey Niger Valletta Malta,Semantic,: capital-world
Niamey Niger Vienna Austria,Semantic,: capital-world
Niamey Niger Vientiane Laos,Semantic,: capital-world
Niamey Niger Vilnius Lithuania,Semantic,: capital-world
Niamey Niger Warsaw Poland,Semantic,: capital-world
Niamey Niger Windhoek Namibia,Semantic,: capital-world
Niamey Niger Yerevan Armenia,Semantic,: capital-world
Niamey Niger Zagreb Croatia,Semantic,: capital-world
Niamey Niger Abuja Nigeria,Semantic,: capital-world
Nicosia Cyprus Nouakchott Mauritania,Semantic,: capital-world
Nicosia Cyprus Nuuk Greenland,Semantic,: capital-world
Nicosia Cyprus Oslo Norway,Semantic,: capital-world
Nicosia Cyprus Ottawa Canada,Semantic,: capital-world
Nicosia Cyprus Paramaribo Suriname,Semantic,: capital-world
Nicosia Cyprus Paris France,Semantic,: capital-world
Nicosia Cyprus Podgorica Montenegro,Semantic,: capital-world
Nicosia Cyprus Quito Ecuador,Semantic,: capital-world
Nicosia Cyprus Rabat Morocco,Semantic,: capital-world
Nicosia Cyprus Riga Latvia,Semantic,: capital-world
Nicosia Cyprus Rome Italy,Semantic,: capital-world
Nicosia Cyprus Roseau Dominica,Semantic,: capital-world
Nicosia Cyprus Santiago Chile,Semantic,: capital-world
Nicosia Cyprus Skopje Macedonia,Semantic,: capital-world
Nicosia Cyprus Sofia Bulgaria,Semantic,: capital-world
Nicosia Cyprus Stockholm Sweden,Semantic,: capital-world
Nicosia Cyprus Suva Fiji,Semantic,: capital-world
Nicosia Cyprus Taipei Taiwan,Semantic,: capital-world
Nicosia Cyprus Tallinn Estonia,Semantic,: capital-world
Nicosia Cyprus Tashkent Uzbekistan,Semantic,: capital-world
